pc6/520Proj4/proj4/3-way-openmp/slurm-3459071.out:Total time to run: 606176.032000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459212.out:Total time to run: 2311569.632000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458861.out:Total time to run: 5007223.712000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458879.out:Total time to run: 9331054.785000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459235.out:Total time to run: 633537.104000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458993.out:Total time to run: 3775694.589000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458869.out:Total time to run: 2297077.223000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459199.out:Total time to run: 4401684.146000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459198.out:Total time to run: 3594391.960000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458882.out:Total time to run: 2504956.726000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459044.out:Total time to run: 9498732.566000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458991.out:Total time to run: 2514247.026000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458865.out:Total time to run: 7459876.889000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459146.out:Total time to run: 631048.469000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459043.out:Total time to run: 9485428.613000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458846.out:Total time to run: 2504374.068000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459247.out:Total time to run: 636575.586000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459124.out:Total time to run: 3469837.989000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459206.out:Total time to run: 1160647.938000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458965.out:Total time to run: 4867557.839000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459216.out:Total time to run: 306225.156000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459219.out:Total time to run: 612791.945000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458967.out:Total time to run: 4877413.463000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458904.out:Total time to run: 2504780.986000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458876.out:Total time to run: 7329655.549000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458946.out:Total time to run: 7515001.573000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459233.out:Total time to run: 480542.389000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459188.out:Total time to run: 9075125.225000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459243.out:Total time to run: 317673.686000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458866.out:Total time to run: 9945420.899000
pc6/520Proj4/proj4/3-way-openmp/slurm-3458975.out:Total time to run: 1256050.182000
pc6/520Proj4/proj4/3-way-openmp/slurm-3459120.out:Total time to run: 1155537.968000
